"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"689694","1940",2,27122208,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689695","1940",2,27122210,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689696","1940",2,27122213,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689698","1940",2,27122218,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689701","1940",2,27122223,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689702","1940",2,27122224,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Pennsylvania","Pennsylvania","No, not in school",1,"1st grade"
"689704","1940",2,27122226,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689705","1940",2,27122227,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689707","1940",2,27122235,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689709","1940",2,27122238,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689710","1940",2,27122241,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689711","1940",2,27122243,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689712","1940",2,27122245,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689713","1940",2,27122247,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689714","1940",2,27122249,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"689715","1940",2,27122251,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689717","1940",2,27122256,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689718","1940",2,27122257,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","New York","New York","No, not in school",-2,"None"
"689721","1940",2,27122261,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689724","1940",2,27122273,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689725","1940",2,27122274,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Kentucky","Kentucky","No, not in school",5,"5th grade"
"689726","1940",2,27122275,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689728","1940",2,27122278,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689729","1940",2,27122279,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689730","1940",2,27122280,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689732","1940",2,27122282,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689733","1940",2,27122283,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689734","1940",2,27122285,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"689738","1940",2,27122293,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Texas","Texas","No, not in school",2,"2nd grade"
"689739","1940",2,27122295,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","New York","New York","No, not in school",3,"3rd grade"
"689740","1940",2,27122296,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689743","1940",2,27122302,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689744","1940",2,27122303,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689745","1940",2,27122304,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689747","1940",2,27122320,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689748","1940",2,27122322,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689751","1940",2,27122330,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689754","1940",2,27122339,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689755","1940",2,27122340,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689756","1940",2,27122346,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689758","1940",2,27122355,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689759","1940",2,27122370,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"689760","1940",2,27122376,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689764","1940",2,27122386,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689767","1940",2,27122389,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Kentucky","Kentucky","No, not in school",-2,"None"
"689769","1940",2,27122391,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689770","1940",2,27122393,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689771","1940",2,27122394,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689773","1940",2,27122396,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689775","1940",2,27122400,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"689777","1940",2,27122404,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689778","1940",2,27122406,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689780","1940",2,27122408,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689781","1940",2,27122410,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689782","1940",2,27122411,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689783","1940",2,27122414,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689785","1940",2,27122419,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689786","1940",2,27122423,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689788","1940",2,27122429,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689790","1940",2,27122432,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689792","1940",2,27122435,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689794","1940",2,27122439,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689796","1940",2,27122443,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689797","1940",2,27122444,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",2,"2nd grade"
"689798","1940",2,27122445,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689800","1940",2,27122447,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689801","1940",2,27122448,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689806","1940",2,27122455,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Indiana","Indiana","No, not in school",2,"2nd grade"
"689807","1940",2,27122456,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"689808","1940",2,27122457,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",3,"3rd grade"
"689809","1940",2,27122459,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689810","1940",2,27122460,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689811","1940",2,27122461,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689814","1940",2,27122467,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689816","1940",2,27122469,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689817","1940",2,27122472,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Kentucky","Kentucky","No, not in school",2,"2nd grade"
"689818","1940",2,27122473,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689819","1940",2,27122476,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"689820","1940",2,27122477,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689821","1940",2,27122478,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Tennessee","Tennessee","No, not in school",4,"4th grade"
"689822","1940",2,27122479,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689824","1940",2,27122481,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Illinois","Illinois","No, not in school",-2,"None"
"689826","1940",2,27122483,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689828","1940",2,27122488,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"689829","1940",2,27122490,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689832","1940",2,27122495,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689834","1940",2,27122498,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689835","1940",2,27122499,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689836","1940",2,27122500,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689838","1940",2,27122503,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689841","1940",2,27122508,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Michigan","Michigan","No, not in school",-2,"None"
"689842","1940",2,27122510,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689843","1940",2,27122511,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689846","1940",2,27122516,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689847","1940",2,27122517,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689849","1940",2,27122523,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689851","1940",2,27122525,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689853","1940",2,27122527,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Pennsylvania","Pennsylvania","Yes, in school",6,"6th grade"
"689854","1940",2,27122528,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689855","1940",2,27122529,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Michigan","Michigan","No, not in school",-2,"None"
"689856","1940",2,27122530,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689857","1940",2,27122531,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689859","1940",2,27122536,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Tennessee","Tennessee","No, not in school",3,"3rd grade"
"689864","1940",2,27122543,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689867","1940",2,27122549,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"689871","1940",2,27122553,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689876","1940",2,27122561,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689880","1940",2,27122565,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689882","1940",2,27122567,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689884","1940",2,27122569,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",1,"1st grade"
"689885","1940",2,27122571,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"689891","1940",2,27122579,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689895","1940",2,27122584,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689905","1940",2,27122594,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689907","1940",2,27122596,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Florida","Florida","No, not in school",4,"4th grade"
"689908","1940",2,27122598,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689910","1940",2,27122601,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",3,"3rd grade"
"689911","1940",2,27122603,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689913","1940",2,27122608,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689916","1940",2,27122612,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Kentucky","Kentucky","No, not in school",2,"2nd grade"
"689917","1940",2,27122613,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689919","1940",2,27122615,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689920","1940",2,27122616,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Georgia","Georgia","No, not in school",2,"2nd grade"
"689923","1940",2,27122623,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689925","1940",2,27122626,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689929","1940",2,27122632,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689931","1940",2,27122634,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689932","1940",2,27122635,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"689933","1940",2,27122638,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689935","1940",2,27122641,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689938","1940",2,27122645,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689942","1940",2,27122649,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"689947","1940",2,27122655,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"689953","1940",2,27122668,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689957","1940",2,27122672,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689961","1940",2,27122676,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689962","1940",2,27122677,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689964","1940",2,27122680,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689972","1940",2,27122690,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689974","1940",2,27122692,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689976","1940",2,27122697,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689978","1940",2,27122699,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689981","1940",2,27122702,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689983","1940",2,27122705,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Kentucky","Kentucky","No, not in school",2,"2nd grade"
"689986","1940",2,27122709,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"689989","1940",2,27122713,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"689990","1940",2,27122715,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","California","California","No, not in school",2,"2nd grade"
"689991","1940",2,27122716,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"689995","1940",2,27122720,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689996","1940",2,27122721,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690001","1940",2,27122726,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690002","1940",2,27122728,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690009","1940",2,27122737,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690011","1940",2,27122739,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690013","1940",2,27122741,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690014","1940",2,27122742,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Indiana","Indiana","No, not in school",4,"4th grade"
"690019","1940",2,27122748,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690022","1940",2,27122755,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690024","1940",2,27122757,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690038","1940",2,27122783,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"690042","1940",2,27122791,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"690046","1940",2,27122795,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"690051","1940",2,27122803,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690053","1940",2,27122806,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"690056","1940",2,27122812,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"690060","1940",2,27122817,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",-2,"None"
"690061","1940",2,27122818,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Indiana","Indiana","No, not in school",2,"2nd grade"
"690062","1940",2,27122819,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"690064","1940",2,27122822,1,"East North Central Div.","Ohio",1290,"Rural","Other group quarters",1,1,"Male","17","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
